school_name,cca,niche_programmes,sports_achievement_2025,arts_distinction_2024,url_address,postal_code,nature_code,session_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mother_tongue,X,Y,lat,long,school_tier
PASIR RIS PRIMARY SCHOOL,WUSHU; OUTDOOR ADVENTURE; TENNIS; TAEKWONDO; TABLE TENNIS; SWIMMING; SAILING; ROPE SKIPPING; NETBALL; TRACK AND FIELD; ARTISTIC GYMNASTICS; FLOORBALL; FOOTBALL; CHOIR; GUZHENG ENSEMBLE; CULTURAL DANCE; SPEECH AND DRAMA; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ART AND CRAFTS; INTERNATIONAL CHESS; STUDENT LEADERSHIP (PREFECT),INNOVATION & ENTERPRISE; SPORTS & OUTDOOR EDUCATION,"{'F': ['FLOORBALL'], 'M': ['FLOORBALL', 'TAEKWONDO']}",INTERNATIONAL_DANCE; CHOIR; GUZHENG_ENSEMBLE,http://www.pasirrispri.moe.edu.sg,518968,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,42423.3658017013,39384.6009523422,1.37245132722087,103.962922699031,
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),"MODULAR CCA (SPORTS); NETBALL; TABLE TENNIS; ROPE SKIPPING; TRACK AND FIELD; RHYTHMIC GYMNASTICS; BADMINTON; MODERN DANCE; STRING ENSEMBLE; HANDBELL ENSEMBLE; CHOIR; ANGKLUNG/KULINTANG ENSEMBLE; GIRLS' BRIGADE; INFOCOMM TECHNOLOGY (COMPUTING); FAITH-BASED CCA; ENVIRONMENTAL SCIENCE; ENGLISH LANGUAGE, DRAMA AND DEBATING; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT)",LANGUAGES; SPORTS & OUTDOOR EDUCATION,{'F': ['ROPE SKIPPING']},INTERNATIONAL_DANCE; CHOIR,http://www.payalebarmethodistgirlspri.moe.edu.sg/,536741,GIRLS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,33734.5224694395,36929.8656870592,1.3502545600894,103.884846876112,3.0
PEI CHUN PUBLIC SCHOOL,MODULAR CCA (SPORTS); VOLLEYBALL; TABLE TENNIS; WUSHU; BASKETBALL; CHOIR; CHINESE ORCHESTRA; CHINESE DANCE; SCOUTS; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); STRATEGY GAMES; CHINESE WEIQI; CHINESE CALLIGRAPHY AND BRUSH PAINTING; ART AND CRAFTS; ENVIRONMENTAL SCIENCE; STUDENT LEADERSHIP (PEER SUPPORT); STUDENT LEADERSHIP (PREFECT); STUDENT LEADERSHIP (HOUSE),LANGUAGES; COMMUNITY SERVICE & STUDENT LEADERSHIP,,CHINESE_DANCE; CHOIR,http://www.peichunpublic.moe.edu.sg,319320,CO-ED SCHOOL,SINGLE SESSION,Y,N,N,N,CHINESE,30450.8965329072,35439.718033338,1.33677864390672,103.855341310212,2.0
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,RHYTHMIC GYMNASTICS; TABLE TENNIS; TRACK AND FIELD; WUSHU; TCHOUKBALL; GUZHENG ENSEMBLE; MODERN DANCE; GUITAR ENSEMBLE; ENGLISH DRAMA; CHOIR; CHINESE DRUMS; CHINESE DANCE; GIRLS' BRIGADE; BOYS' BRIGADE; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ROBOTICS; CHINESE CULTURE AND LANGUAGE; ART AND CRAFTS; FAITH-BASED CCA,LANGUAGES; SPORTS & OUTDOOR EDUCATION,"{'F': ['TABLE TENNIS'], 'M': ['TABLE TENNIS']}",INTERNATIONAL_DANCE,http://www.peihwapresbyterianpri.moe.edu.sg/,597610,CO-ED SCHOOL,SINGLE SESSION,Y,N,N,N,CHINESE,21648.9750402756,35582.9065720346,1.33807302121151,103.776250903095,2.0
PEI TONG PRIMARY SCHOOL,"FOOTBALL; TABLE TENNIS; BASKETBALL; BADMINTON; PERCUSSION ENSEMBLE; MODERN DANCE; CHOIR; GIRLS' BRIGADE; GIRL GUIDES (BROWNIES); BOYS' BRIGADE; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENVIRONMENTAL SCIENCE; ART AND CRAFTS; ENGLISH LANGUAGE, DRAMA AND DEBATING",STEM - SUSTAINABILITY; MUSIC & PERFORMING ARTS,,,http://www.peitongpri.moe.edu.sg/,129857,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,20668.2404885115,33215.772784153,1.31666529308968,103.767438999533,
PEIYING PRIMARY SCHOOL,OUTDOOR ADVENTURE; VOLLEYBALL; ROPE SKIPPING; SEPAKTAKRAW; NETBALL; MODERN DANCE; CHOIR; ENGLISH DRAMA; ANGKLUNG/KULINTANG ENSEMBLE; RED CROSS YOUTH; GIRL GUIDES (BROWNIES); PHOTOGRAPHY; PHYSICAL SCIENCE; ART AND CRAFTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INTERDISCIPLINARY; SPORTS & OUTDOOR EDUCATION,{'M': ['SEPAKTAKRAW']},INTERNATIONAL_DANCE,http://www.peiyingpri.moe.edu.sg,768687,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,27646.6270154091,44356.206750067,1.41741627551251,103.830143209875,
PIONEER PRIMARY SCHOOL,WUSHU; NETBALL; FOOTBALL; BASKETBALL; MODERN DANCE; CHINESE ORCHESTRA; SCOUTS; BOYS' BRIGADE; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ROBOTICS; ART AND CRAFTS; COMMUNITY SERVICE; STUDENT INITIATED ACTIVITIES (VISUAL & PERFORMING ARTS),INTERDISCIPLINARY; MUSIC & PERFORMING ARTS,,CHINESE_DANCE; MALAY_DANCE; INDIAN_DANCE; CHOIR; CO_MIXED_ENSEMBLE,http://www.pioneerpri.moe.edu.sg,699915,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,16812.4121220056,37391.2857226934,1.35442592930738,103.732790920197,
POI CHING SCHOOL,WUSHU; VOLLEYBALL; TABLE TENNIS; OUTDOOR ADVENTURE; BADMINTON; BASKETBALL; CHINESE DRUMS; CHINESE DANCE; CHINESE ORCHESTRA; BRASS BAND; SCOUTS; GIRL GUIDES (BROWNIES); PHYSICAL SCIENCE; INFOCOMM TECHNOLOGY (COMPUTING); CHINESE CALLIGRAPHY AND BRUSH PAINTING; ART AND CRAFTS,LANGUAGES; MUSIC & PERFORMING ARTS,"{'F': ['WUSHU'], 'M': ['BADMINTON']}",CHINESE_DANCE; INTERNATIONAL_DANCE,http://www.poiching.moe.edu.sg,529067,CO-ED SCHOOL,SINGLE SESSION,Y,N,N,N,CHINESE,39343.4048039075,37747.9287135638,1.35765121877679,103.935246486174,2.0
PRINCESS ELIZABETH PRIMARY SCHOOL,FLOORBALL; FOOTBALL; WUSHU; BASKETBALL; MALAY DANCE; INDIAN DANCE; CHOIR; CHINESE DANCE; BALLET; CONCERT BAND; GIRLS' BRIGADE; SCOUTS; BOYS' BRIGADE; ENVIRONMENTAL SCIENCE; ENTREPRENEURSHIP; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),INNOVATION & ENTERPRISE; COMMUNITY SERVICE & STUDENT LEADERSHIP,,CHINESE_DANCE; MALAY_DANCE,http://www.princesselizabethpri.moe.edu.sg,659163,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,17694.7193374345,36812.396792436,1.34919098857585,103.740719208011,3.0
PUNGGOL COVE PRIMARY SCHOOL,MODULAR CCA (SPORTS); HEALTH AND FITNESS; FOOTBALL; FLOORBALL; BASKETBALL; BADMINTON; MODERN DANCE; CHOIR; ENGLISH DRAMA; SCOUTS; INFOCOMM TECHNOLOGY (COMPUTING); ENVIRONMENTAL SCIENCE; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),LANGUAGES; MUSIC & PERFORMING ARTS/ VISUAL ARTS & DESIGN,,INTERNATIONAL_DANCE,https://punggolcovepri.moe.edu.sg/,828674,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,35298.7904222226,43711.4672181848,1.41158455562454,103.89890448429,3.0
PUNGGOL GREEN PRIMARY SCHOOL,FOOTBALL; BASKETBALL; BADMINTON; STRING ENSEMBLE; MODERN DANCE; ENGLISH DRAMA; CHOIR; ANGKLUNG/KULINTANG ENSEMBLE; SCOUTS; ROBOTICS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); DESIGN AND INNOVATION; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),STEM - SUSTAINABILITY; COMMUNITY SERVICE & STUDENT LEADERSHIP,,,http://www.punggolgreenpri.moe.edu.sg,828772,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,35286.5548319491,42621.3463525623,1.40172590450528,103.898794262307,3.0
PUNGGOL PRIMARY SCHOOL,"FRISBEE; HOCKEY; BASKETBALL; MODERN DANCE; GUZHENG ENSEMBLE; CHOIR; ANGKLUNG/KULINTANG ENSEMBLE; CONCERT BAND; GIRLS' BRIGADE; BOYS' BRIGADE; INFOCOMM TECHNOLOGY (COMPUTING); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENGLISH LANGUAGE, DRAMA AND DEBATING; DESIGN AND INNOVATION; ART AND CRAFTS",INTERDISCIPLINARY; SPORTS & OUTDOOR EDUCATION,"{'F': ['HOCKEY'], 'M': ['HOCKEY']}",,http://www.punggolpri.moe.edu.sg/,538787,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,34827.3316768408,40020.0263597388,1.37820062547641,103.894667159512,
PUNGGOL VIEW PRIMARY SCHOOL,"WUSHU; RUGBY; MODULAR CCA (SPORTS); FLOORBALL; BADMINTON; MODERN DANCE; CHOIR; CULTURAL DANCE; SCOUTS; INFOCOMM TECHNOLOGY (COMPUTING); INTERNATIONAL CHESS; ENGLISH LANGUAGE, DRAMA AND DEBATING; COMMUNITY SERVICE; ART AND CRAFTS",LANGUAGES; SPORTS & OUTDOOR EDUCATION,,,http://www.punggolviewpri.moe.edu.sg,828845,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,36010.4358489802,42989.2062344458,1.40505250226058,103.905299026568,
QIFA PRIMARY SCHOOL,"WUSHU; VOLLEYBALL; TABLE TENNIS; BASKETBALL; FLOORBALL; PERCUSSION ENSEMBLE; MALAY DANCE; GUZHENG ENSEMBLE; CHOIR; CHINESE DANCE; SCOUTS; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ENGLISH LANGUAGE, DRAMA AND DEBATING; ART AND CRAFTS",LANGUAGES; SPORTS & OUTDOOR EDUCATION,"{'F': ['VOLLEYBALL', 'BASKETBALL']}",CHINESE_DANCE; MALAY_DANCE; GUZHENG_ENSEMBLE,http://www.qifapri.moe.edu.sg,128104,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,19465.1912890384,32839.9119845238,1.3132658326807,103.756629101811,
QIHUA PRIMARY SCHOOL,TABLE TENNIS; SEPAKTAKRAW; FLOORBALL; BASKETBALL; MALAY DANCE; INDIAN DANCE; CHOIR; CHINESE ORCHESTRA; CHINESE DANCE; SCOUTS; GIRL GUIDES (BROWNIES); ENVIRONMENTAL SCIENCE; SPEECH AND DRAMA; ENTREPRENEURSHIP; ART AND CRAFTS; DIKIR BARAT,INNOVATION & ENTERPRISE; SPORTS & OUTDOOR EDUCATION,{'M': ['SEPAKTAKRAW']},INDIAN_DANCE,http://www.qihuapri.moe.edu.sg,738525,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,22994.5556907868,47078.5773993656,1.44203596557592,103.788339762066,
QUEENSTOWN PRIMARY SCHOOL,SOFTBALL; SWIMMING; FOOTBALL; BASKETBALL; BADMINTON; MODERN DANCE; MALAY DANCE; ENGLISH DRAMA; CHINESE DANCE; CHOIR; GIRLS' BRIGADE; BOYS' BRIGADE; ENVIRONMENTAL SCIENCE; MATHEMATICS; INTERNATIONAL CHESS; INFOCOMM TECHNOLOGY (COMPUTING); CHINESE WEIQI; ART AND CRAFTS,INTERDISCIPLINARY; VISUAL ARTS & DESIGN,,,http://www.queenstownpri.moe.edu.sg,149303,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,25143.1426198389,30878.5540552996,1.29552905587752,103.807648475656,
RADIN MAS PRIMARY SCHOOL,"FLOORBALL; RUGBY; FOOTBALL; TABLE TENNIS; BASKETBALL; CHOIR; CHINESE ORCHESTRA; CHINESE DANCE; SCOUTS; GIRLS' BRIGADE; BOYS' BRIGADE; INFOCOMM TECHNOLOGY (COMPUTING); ENVIRONMENTAL SCIENCE; ART AND CRAFTS; ENGLISH LANGUAGE, DRAMA AND DEBATING; STUDENT LEADERSHIP (PREFECT); STUDENT LEADERSHIP (PEER SUPPORT)",STEM - GAME DESIGN AND MAKING; SPORTS & OUTDOOR EDUCATION,,CHINESE_DANCE; CHOIR; CO_MIXED_ENSEMBLE,http://www.radinmasps.moe.edu.sg,99840,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,26975.8011428332,28597.1569343451,1.27489701529771,103.824115781658,3.0
RAFFLES GIRLS' PRIMARY SCHOOL,TABLE TENNIS; SHOOTING; SOFTBALL; RHYTHMIC GYMNASTICS; BADMINTON; BASKETBALL; STRING ENSEMBLE; CONCERT BAND; ENGLISH DRAMA; CHINESE DANCE; CHOIR; GIRLS' BRIGADE; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (COMPUTING); INTERNATIONAL CHESS; ENVIRONMENTAL SCIENCE; MEDIA RESOURCE LIBRARY; ART AND CRAFTS,LANGUAGES; MUSIC & PERFORMING ARTS,"{'F': ['BADMINTON', 'GYMNASTICS (RHYTHMIC)', 'TENNIS (DOUBLES)']}",CHINESE_DANCE; INTERNATIONAL_DANCE; CHOIR,http://www.rafflesgirlspri.moe.edu.sg,289072,GIRLS' SCHOOL,SINGLE SESSION,N,N,Y,N,CHINESEMALAYTAMIL,25003.9977021599,34694.7955917995,1.33004178068277,103.806397828938,1.0
RED SWASTIKA SCHOOL,WUSHU; TRACK AND FIELD; TABLE TENNIS; BOWLING; BASKETBALL; BADMINTON; MODERN DANCE; GUZHENG ENSEMBLE; CHINESE ORCHESTRA; CHINESE DANCE; GIRL GUIDES (BROWNIES); SCOUTS; ROBOTICS; CHINESE CULTURE AND LANGUAGE; ART AND CRAFTS,STEM - TRANSPORTATION; COMMUNITY SERVICE & STUDENT LEADERSHIP,"{'M': ['BOWLING', 'WUSHU']}",CHINESE_DANCE; CO_MIXED_ENSEMBLE; GUZHENG_ENSEMBLE,http://www.redswastika.moe.edu.sg,469719,CO-ED SCHOOL,SINGLE SESSION,Y,N,N,N,CHINESE,39240.1303829281,35138.9475005791,1.33405659580859,103.934317528484,2.0
RIVER VALLEY PRIMARY SCHOOL,VOLLEYBALL; NETBALL; WUSHU; FOOTBALL; BASKETBALL; BADMINTON; FLOORBALL; MODERN DANCE; ENGLISH DRAMA; CONCERT BAND; CHOIR; GIRL GUIDES (BROWNIES); SCOUTS; RED CROSS YOUTH; INFOCOMM TECHNOLOGY (COMPUTING); STUDENTS' COUNCIL; CHINESE WEIQI; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT); STUDENT LEADERSHIP (HOUSE),LANGUAGES; COMMUNITY SERVICE & STUDENT LEADERSHIP,,INTERNATIONAL_DANCE; CHOIR,http://www.rivervalleypri.moe.edu.sg,237993,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,28300.5267893467,30729.7527125087,1.29418347842837,103.836018941571,2.0
RIVERSIDE PRIMARY SCHOOL,TRACK AND FIELD; NETBALL; FOOTBALL; FLOORBALL; BASKETBALL; BADMINTON; STRING ENSEMBLE; MODERN DANCE; ENGLISH DRAMA; CHOIR; SCOUTS; ROBOTICS; HOME ECONOMICS; ART AND CRAFTS; ENVIRONMENTAL SCIENCE,INTERDISCIPLINARY; COMMUNITY SERVICE & STUDENT LEADERSHIP,,INTERNATIONAL_DANCE,http://www.riversidepri.moe.edu.sg,737803,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,24502.3868994378,47627.9217809848,1.44700426493785,103.801889031334,
RIVERVALE PRIMARY SCHOOL,TAEKWONDO; HOCKEY; NETBALL; MODULAR CCA (SPORTS); BASKETBALL; BADMINTON; FOOTBALL; MODERN DANCE; GUZHENG ENSEMBLE; CHOIR; BRASS BAND; RED CROSS YOUTH; HOME ECONOMICS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ROBOTICS; DEBATING AND PUBLIC SPEAKING; ART AND CRAFTS,STEM - SUSTAINABILITY; MUSIC & PERFORMING ARTS,,INTERNATIONAL_DANCE; BRASS_BAND; GUZHENG_ENSEMBLE,http://www.riversidesec.moe.edu.sg,545092,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,35926.5905072847,41693.547538057,1.39333506298213,103.904545253288,3.0
ROSYTH SCHOOL,"MODULAR CCA (SPORTS); HEALTH AND FITNESS; TENNIS; TRACK AND FIELD; WUSHU; FOOTBALL; BADMINTON; BASKETBALL; MODERN DANCE; CHINESE DANCE; CHINESE ORCHESTRA; COMICS AND ILLUSTRATION; CONCERT BAND; CHOIR; SCOUTS; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (COMPUTING); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); INTERNATIONAL CHESS; MATHEMATICS; ROBOTICS; PHYSICAL SCIENCE; ENVIRONMENTAL SCIENCE; ART AND CRAFTS; DEBATING AND PUBLIC SPEAKING; ENGLISH LANGUAGE, DRAMA AND DEBATING",STEM - MATERIAL SCIENCE; MUSIC & PERFORMING ARTS,{'M': ['BADMINTON']},CHINESE_DANCE; CHOIR; BRASS_BAND; CO_FULL_ENSEMBLE,http://www.riversidesec.moe.edu.sg,555855,CO-ED SCHOOL,SINGLE SESSION,N,N,Y,N,CHINESEMALAYTAMIL,32613.2254595151,39429.2584868576,1.3728583654058,103.87477170399,1.0
RULANG PRIMARY SCHOOL,VOLLEYBALL; WUSHU; SOFTBALL; ROPE SKIPPING; HANDBALL; BADMINTON; BASKETBALL; MALAY DANCE; CHINESE ORCHESTRA; CHOIR; CHINESE DANCE; SCOUTS; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ROBOTICS; INTERNATIONAL CHESS; ENVIRONMENTAL SCIENCE; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),STEM - TRANSPORTATION; SPORTS & OUTDOOR EDUCATION,"{'F': ['SOFTBALL', 'ROPE SKIPPING'], 'M': ['ROPE SKIPPING']}",CHINESE_DANCE; INTERNATIONAL_DANCE,http://www.riversidesec.moe.edu.sg,649295,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,15217.2735802168,36541.3390983045,1.34673868889096,103.718457955487,
SEMBAWANG PRIMARY SCHOOL,TRACK AND FIELD; SOFTBALL; TABLE TENNIS; RUGBY; BOWLING; BADMINTON; MALAY DANCE; INDIAN DANCE; CHOIR; CHINESE ORCHESTRA; CHINESE DANCE; ENGLISH DRAMA; RED CROSS YOUTH; PHYSICAL SCIENCE; INFOCOMM TECHNOLOGY (COMPUTING); INTERNATIONAL CHESS; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),STEM - SUSTAINABILITY; COMMUNITY SERVICE & STUDENT LEADERSHIP,,CHINESE_DANCE; INDIAN_DANCE; CHOIR,http://www.riversidesec.moe.edu.sg,757715,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,26646.1261990219,47488.6922037564,1.4457453096024,103.821152676215,
SENG KANG PRIMARY SCHOOL,"TRACK AND FIELD; SOFTBALL; MODULAR CCA (SPORTS); HOCKEY; BASKETBALL; MODERN DANCE; MALAY DANCE; HANDBELL ENSEMBLE; SCOUTS; GIRL GUIDES (BROWNIES); INTERNATIONAL CHESS; INFOCOMM TECHNOLOGY (COMPUTING); ENGLISH LANGUAGE, DRAMA AND DEBATING; ART AND CRAFTS",LANGUAGES; SPORTS & OUTDOOR EDUCATION,"{'F': ['HOCKEY'], 'M': ['HOCKEY']}",MALAY_DANCE; INTERNATIONAL_DANCE,http://www.riversidesec.moe.edu.sg,545166,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,35368.2352863764,41241.8749130946,1.38925044778224,103.899527879229,
SENGKANG GREEN PRIMARY SCHOOL,FOOTBALL; FLOORBALL; BASKETBALL; WUSHU; STRING ENSEMBLE; MODERN DANCE; INDIAN DANCE; GUZHENG ENSEMBLE; CHOIR; CHINESE DANCE; ENGLISH DRAMA; SCOUTS; ROBOTICS; ENVIRONMENTAL SCIENCE; DIGITAL MEDIA; ART AND CRAFTS,INTERDISCIPLINARY; MUSIC & PERFORMING ARTS,,CHINESE_DANCE; INDIAN_DANCE; INTERNATIONAL_DANCE; CHOIR,http://www.riversidesec.moe.edu.sg,797636,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,32636.9100054335,41605.5649867393,1.3925400930811,103.874984869551,3.0
SHUQUN PRIMARY SCHOOL,WUSHU; SILAT; NETBALL; BASKETBALL; FOOTBALL; MODERN DANCE; CHOIR; BRASS BAND; GIRLS' BRIGADE; SCOUTS; GIRL GUIDES (BROWNIES); BOYS' BRIGADE; MEDIA RESOURCE LIBRARY; PUBLICATION; ENVIRONMENTAL SCIENCE; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),INTERDISCIPLINARY; SPORTS & OUTDOOR EDUCATION,,INTERNATIONAL_DANCE,http://www.riversidesec.moe.edu.sg,649332,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,15562.4299923396,36555.8065891601,1.34686967259067,103.721559387203,
SI LING PRIMARY SCHOOL,HEALTH AND FITNESS; FOOTBALL; FLOORBALL; BASKETBALL; MODERN DANCE; GUITAR ENSEMBLE; CHOIR; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (COMPUTING); ART AND CRAFTS; ENVIRONMENTAL SCIENCE; STUDENT LEADERSHIP (PREFECT),STEM - SUSTAINABILITY; COMMUNITY SERVICE & STUDENT LEADERSHIP,,,http://www.riversidesec.moe.edu.sg,739067,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,22738.0565941427,46014.1202728488,1.43240935732525,103.786035065192,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,TENNIS; NETBALL; MODULAR CCA (SPORTS); BADMINTON; ARTISTIC GYMNASTICS; STRING ENSEMBLE; MODULAR CCA (VPA); MODERN DANCE; HANDBELL ENSEMBLE; SINGAPORE NATIONAL YOUTH ORCHESTRA; ENGLISH DRAMA; CHOIR; CHINESE DANCE; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ROBOTICS; CHINESE CULTURE AND LANGUAGE; ART AND CRAFTS,LANGUAGES; MUSIC & PERFORMING ARTS,"{'F': ['SWIMMING', 'BADMINTON', 'TENNIS (INDIVIDUAL)']}",CHINESE_DANCE; INTERNATIONAL_DANCE; CHOIR,http://www.riversidesec.moe.edu.sg,309437,GIRLS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,27426.4538880838,33654.5249451734,1.3206340835184,103.828164966953,1.0
SOUTH VIEW PRIMARY SCHOOL,MODULAR CCA (SPORTS); NETBALL; FOOTBALL; BADMINTON; FLOORBALL; INDIAN DANCE; MALAY DANCE; CHINESE DANCE; CHOIR; CULTURAL DANCE; CHINESE ORCHESTRA; SCOUTS; GIRLS' BRIGADE; BOYS' BRIGADE; MEDIA RESOURCE LIBRARY; ROBOTICS; PHYSICAL SCIENCE; DIGITAL MEDIA; ART AND CRAFTS; STUDENT LEADERSHIP (PREFECT),ICT & MEDIA; MUSIC & PERFORMING ARTS,,CHINESE_DANCE; MALAY_DANCE; CHOIR,http://www.southviewpri.moe.edu.sg,689762,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,18410.9318699865,40377.3373044748,1.38143123987698,103.747153671,2.0
SPRINGDALE PRIMARY SCHOOL,MODULAR CCA (SPORTS); OUTDOOR ADVENTURE; FLOORBALL; BASKETBALL; BADMINTON; ARTISTIC GYMNASTICS; UKULELE ENSEMBLE; MODERN DANCE; CHOIR; SCOUTS; PHYSICAL SCIENCE; MATHEMATICS; COMMUNITY SERVICE; ENVIRONMENTAL SCIENCE; DESIGN AND INNOVATION; ART AND CRAFTS; INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); STUDENT INITIATED ACTIVITIES (PHYSICAL SPORTS AND OUTDOORS); STUDENT INITIATED ACTIVITIES (CLUBS & SOCIETIES); STUDENT INITIATED ACTIVITIES (VISUAL & PERFORMING ARTS); STUDENT LEADERSHIP (PREFECT),INTERDISCIPLINARY; COMMUNITY SERVICE & STUDENT LEADERSHIP,,,http://springdalepri.moe.edu.sg/,544799,CO-ED SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,34242.9442041246,41909.1654851716,1.39528544463377,103.889416413501,3.0
ST. ANDREW'S JUNIOR SCHOOL,SWIMMING; RUGBY; MODULAR CCA (SPORTS); HOCKEY; BASKETBALL; BADMINTON; CHOIR; CONCERT BAND; SCOUTS; BOYS' BRIGADE; DIGITAL MEDIA; INTERNATIONAL CHESS; ENVIRONMENTAL SCIENCE; ART AND CRAFTS,INTERDISCIPLINARY; SPORTS & OUTDOOR EDUCATION,{'M': ['RUGBY']},CHOIR,http://www.standrewsjc.moe.edu.sg/,359337,BOYS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,31538.8499082169,34845.2692709584,1.33140255308868,103.865117134385,2.0
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,MODULAR CCA (SPORTS); TRACK AND FIELD; TENNIS; TAEKWONDO; SWIMMING; SAILING; RHYTHMIC GYMNASTICS; NETBALL; FLOORBALL; BOWLING; ARTISTIC GYMNASTICS; MODERN DANCE; CHOIR; CHINESE DANCE; CONCERT BAND; GIRL GUIDES (BROWNIES); INFOCOMM TECHNOLOGY (MEDIA PRODUCTION); ART AND CRAFTS,STEM - SUSTAINABILITY; SPORTS & OUTDOOR EDUCATION,"{'F': ['TAEKWONDO', 'TRACK AND FIELD']}",INTERNATIONAL_DANCE; CONCERT_BAND; CHOIR,http://www.stanthonyscanossianpri.moe.edu.sg,469701,GIRLS' SCHOOL,SINGLE SESSION,N,N,N,N,CHINESEMALAYTAMIL,40009.9558383394,35212.930261923,1.3347253730189,103.941234868202,3.0
